t,Room_1 (00 : 2f46d),Room_2 (00 : 47ea3),Room_3 (00 : 70250),Outside,Выход (00 : f8032) 2f46d<->,Проем (00 : df697) 2f46d<->47ea3,Дверь (00 : ff637) 47ea3<->70250,
0,71.24836730957031,6.364747047424316,3.3050787448883057,0,0,0,0,
